firstName,middleName,lastName,nameNick,pos,weight,height,birthDate
Jay,Charles,Edwards,,G,76,185,1969-01-03
John,,Edwards,,C,84,275,1981-07-31
Kevin,Durell,Edwards,,G,75,190,1965-10-30
Lonnie,J.,Eggleston,,G,72,170,1918-06-08
Howard,Jonathan,Eisley,,G,74,177,1972-12-04
Obinna,Ralph,Ekezie,O,F-C,81,260,1975-08-22
Khalid,,El-Amin,,G,69,200,1979-04-25
Mario,Antoine,Elie,,G-F,77,205,1963-11-26
Sean,Michael,Elliott,Ninja,F-G,80,205,1968-02-02
Dale,,Ellis,Lamar Mundane,G-F,79,205,1960-08-06
Harold,,Ellis,,G,77,200,1970-10-07
LaPhonso,Darnell,Ellis,,F,80,240,1970-05-05
Leroy,,Ellis,,C-F,82,210,1940-03-10
LeRon,Perry,Ellis,,F-C,81,225,1969-04-28
Monta,,Ellis,,G,75,175,1985-10-26
Pervis,,Ellison,Never Nervous Pervis,F-C,81,210,1967-04-03
Francisco,Marinho Robby,Elson,,C,83,230,1976-02-28
Darrell,Eugene,Elston,,G,75.5,190,1952-08-15
Melvin,,Ely,,F-C,82,260,1978-05-02
Wayne,Richard,Embry,"Goose, The Wall",C-F,80,240,1937-03-26
Andre,,Emmett,,G,77,230,1982-08-27
Ned,R.,Endress,,F-G-C,74,200,1918-03-02
Wayne,Edward,Englestad,,F,80,245,1963-12-06
Claude,W.,English,,F,76,180,1946-12-26
Scott,Garrison,English,,F,78,205,1950-10-20
Gene,E.,Englund,,F-C,76.5,205,1917-10-21
Semih,,Erden,,C,84,240,1986-07-28
Keith,Raymond,Erickson,,F-G,77,195,1944-04-19
Julius,Winfield,Erving,"Dr. J, The Doctor",F-G-C,78,200,1950-02-22
Evan,Bruce,Eschmeyer,,C,83,255,1975-05-30
Brian,Keith,Evans,,F,80,220,1973-09-13
Earl,Joseph,Evans,,F,80,202,1955-11-11
Jeremy,,Evans,,F,81,196,1987-10-24
Maurice,Eugene,Evans,,G,77,220,1978-11-08
Daniel,George,Ewing,,G,75,185,1983-03-26
Patrick,Aloysius,Ewing,,C-F,84,240,1962-08-05
Patrick,Aloysius,Ewing,,F,80,240,1984-05-20
John,Russell,Fairchild,,F,79.5,205,1943-04-28
Jordan,Robert,Farmar,,G,74,180,1986-11-30
Desmon,Kenyatta,Farmer,,G,77,220,1981-10-07
Derrick,Bernard,Favors,,F,82,246,1991-07-15
Jamie,,Feick,,F-C,80,255,1974-07-03
Dave,Scott,Feitl,,C,83,235,1962-06-08
Noel,,Felix,,F-C,81,225,1981-10-04
Raymond,Bernard,Felton,,G,73,198,1984-06-26
Desmond,,Ferguson,,F,79,210,1977-07-22
Eric,Robert,Fernsten,,C-F,81,205,1953-11-01
Duane,,Ferrell,,F-G,78,209,1965-02-28
Rolando,,Ferreira,,C,85,240,1964-05-24
Landry,,Fields,,G-F,79,210,1988-06-27
Larry,O.,Finch,,G,74,185,1951-02-16
Michael,Howard,Finley,,G-F,79,215,1973-03-06
Derek,Lamar,Fisher,,G,73,200,1974-08-09
Gerald,Edwind,Fitch,G,G,75,188,1982-08-12
Vern,,Fleming,,G,77,180,1962-02-04
Luis,Alberto,Flores,,G,74,195,1981-04-11
Bruce,Douglas,Flowers,,F,80,220,1957-06-13
Larry,,Fogle,,G,77,205,1953-03-19
Isaac,Henry Sedric,Fontaine,Ike,G,76,210,1975-04-16
Levi,,Fontaine,,G,76,190,1948-11-01
Gary,Orlando,Forbes,,F,79,220,1985-02-25
Alphonso,Gene,Ford,,G,73,190,1971-10-31
Alton,,Ford,,F,81,275,1981-05-29
Phil,Jackson,Ford,,G,73.5,170,1956-02-09
Sharrod,Victor,Ford,,F,81,225,1982-01-09
Bayard,,Forrest,,C,82,235,1954-07-08
Courtney,,Fortson,,G,71,185,1988-05-23
Fred,J.,Foster,,F,77,210,1946-03-18
Antonis,,Fotsis,,F,82,219,1981-04-01
Jerry,A.,Fowler,,C,79.5,228,1927-06-20
Tremaine,,Fowlkes,,F,79,208,1976-04-11
Harold,,Fox,,G,74,175,1949-08-29
Adonal,David,Foyle,,C-F,82,250,1975-03-09
Richie,,Frahm,,G,77,210,1977-08-14
Steve,D'Shawn,Francis,Stevie Franchise,G,75,193,1978-02-21
Tellis,Joseph,Frank,,F-C,82,225,1965-04-26
Anthony,,Frederick,,F,79,205,1964-12-07
Gary,C.,Freeman,,F,81,208,1948-07-25
World,B.,Free,,G,74,185,1953-12-09
Frido,,Frey,,F,74,195,1921-10-26
Channing,Thomas,Frye,,C,83,248,1983-05-17
Bernie,W.,Fryer,,G,75,185,1949-12-25
Frank,A.,Fucarino,,F,74,175,1920-07-24
Carl,Edmond,Fuller,,C,81,225,1946-01-10
Hiram,,Fuller,,F,81,240,1981-05-15
Todd,Douglas,Fuller,,F-C,83,255,1974-07-25
Lawrence,,Funderburke,,F,81,230,1970-12-15
Terry,L.,Furlow,,G-F,76,190,1954-10-18
Deng,,Gai,,F,81,250,1982-03-22
Corey,Yasuto,Gaines,,G,75,195,1965-06-01
David,,Gaines,"Dave, Smokey",G,73,170,1942-02-27
Chad,Austin,Gallagher,,C,82,255,1969-05-30
Harry,Junior,Gallatin,"The Horse, Farmer",F-C,78,210,1927-04-26
Danilo,,Gallinari,Gallo,F,82,225,1988-08-08
Kevin,Douglas,Gamble,,F-G,77,210,1965-11-13
Ruben,Santiago,Garces,,F,81,245,1973-10-17
Alex,Ribeiro,Garcia,,G-F,75,195,1980-03-04
Francisco,Alberto,Garcia,,G-F,79,195,1981-12-31
Earl,Baker,Gardner,Red,F,75,190,1923-09-18
Jack,,Garfinkel,Dutch,G,72,190,1918-06-13
Gary,J.,Garland,,G,76,180,1957-10-12
Winston,Kinnard,Garland,,G,74,170,1964-12-19
Kevin,Maurice,Garnett,"K.G., The Big Ticket",F,83,220,1976-05-19
Marlon,,Garnett,,G,74,186,1975-07-03
Calvin,Eugene,Garrett,,F,79,190,1956-07-11
Dean,Heath,Garrett,,F-C,82,225,1966-11-27
Rowland,G.,Garrett,,F,78,210,1950-07-16
John,Brasker,Garris,,F,80,190,1959-06-06
Kiwane,,Garris,,G,74,183,1974-09-24
Chris,Raymond,Gatling,The Energizer,F-C,82,220,1967-09-03
Rudy,Carlton,Gay,,F,81,220,1986-08-17
Andrew,Barry Casson,Gaze,,G,78,205,1965-07-24
Mickael,,Gelabale,,F,79,215,1983-05-22
Devean,Jamar,George,,G-F,80,220,1977-08-29
Paul,,George,,F,80,210,1990-05-02
Tate,Claude,George,,G,77,190,1968-05-29
Derrick,Eugene,Gervin,,F,80,200,1963-03-28
George,,Gervin,"Iceman, Ice",G-F,79,180,1952-04-27
John,Arec,Gianelli,G-Man,C-F,82,220,1950-06-10
Dick,,Gibbs,,F-G,77,200,1948-12-20
Daniel,Hiram,Gibson,Boobie,G,74,190,1986-02-27
Dee,,Gibson,Gibby,F-G,71,175,1923-08-25
Eddie,,Gill,The Thrill,G,72,190,1978-08-16
Jack,A.,Gillespie,,F,78,215,1947-10-01
Kendall,Cedric,Gill,K.G.,G,77,195,1968-05-25
Artis,,Gilmore,The A-Train,C,86,240,1948-09-21
Walt,,Gilmore,,F,78,225,1947-02-27
Gordan,,Giricek,,F,77,210,1977-06-20
Jack,,Givens,Goose,F-G,77,205,1956-09-21
Mickell,Jawaun,Gladness,,C,83,220,1986-07-26
George,Gregory,Glamack,The Blind Bomber,C-F,78,225,1919-06-07
Gerald,Damon,Glass,World Class,G-F,77,221,1967-11-12
Mike,Theodore,Glenn,Stinger,G,74,175,1955-09-10
Georgi,Nikolov,Glouchkov,,F,80,235,1960-01-10
Clarence,,Glover,,F,80,210,1947-11-01
Andreas,,Glyniadakis,,C,85,280,1981-08-21
Anthony,,Goldwire,,G,73,175,1971-09-06
Ryan,Anthony,Gomes,,F,79,250,1982-09-01
Glen,Michael,Gondrezick,Gondo,F-G,78,218,1955-08-30
Grant,,Gondrezick,,G,77,205,1963-01-19
Gail,Charles,Goodrich,Stumpy,G,73,170,1943-04-23
Lancaster,,Gordon,,G,75,185,1962-06-24
Paul,C.,Gordon,,F,75,185,1927-04-08
Leo,,Gottlieb,Ace,G,71,180,1920-11-28
Andrew,Darius,Goudelock,,G,75,200,1988-12-07
Gerald,,Govan,"Go, Go-Go",F-C,82,220,1942-01-02
Bato,Zdravko,Govedarica,,G,71,185,1928-04-17
Ricky,Ray,Grace,,G,73,180,1967-08-20
Joey,Joseph,Graham,,F,79,225,1982-06-11
Orlando,,Graham,,F,80,220,1965-05-05
Paul,,Graham,Snoop,F-G,78,200,1967-11-28
Stephen,,Graham,,G,78,215,1982-06-11
Ron,Calvin,Grandison,Ronnie,F,78,215,1964-07-09
Danny,,Granger,,F,80,225,1983-04-20
Stewart,Francis,Granger,,G,75,190,1961-10-27
Brian,Wade,Grant,"B.G., The General",F,81,250,1972-03-05
Gary,,Grant,The General,G,75,185,1965-04-21
Harvey,,Grant,The General,F,80,195,1965-07-04
Horace,Junior,Grant,The General,F-C,82,215,1965-07-04
Paul,Edward,Grant,,C,83,245,1974-01-06
Travis,,Grant,"Machine Gun, The Machine",F,79,215,1950-01-01
Evric,,Gray,,F,79,235,1969-12-13
Gary,Michael,Gray,,G,73,185,1945-02-23
Leonard,Earl,Gray,,F,80,240,1951-12-19
Stuart,Allan,Gray,,C-F,84,235,1963-05-27
Sylvester,,Gray,,F,78,230,1967-07-08
Wyndol,Woodrow,Gray,,G-F,73,175,1922-03-20
A.C.,,Green,,F-C,81,220,1963-10-04
David,Murphy-Kasim,Greenwood,Dave,F-C,81,222,1957-05-27
Devin,,Green,,G,79,210,1982-10-25
Gerald,,Green,,F,80,200,1986-01-26
Lamar,Anthony,Green,Sweetmar,F-C,79,210,1947-03-22
Litterial,,Green,,G,73,185,1970-03-07
Luther,,Green,Sally,F,79,190,1946-11-13
Orien,Randolph,Greene,,G,76,208,1982-02-04
Rickey,,Green,,G,72,170,1954-08-18
Sean,Curtis,Green,,F-G,77,210,1970-02-02
Sidney,,Green,,F-C,81,220,1961-01-04
Tommie,L.,Green,Tommy,G,74,185,1956-04-08
Willie,J.,Green,,G,76,200,1981-07-28
Lynn,,Greer,,G,74,175,1979-10-23
Claude,Andre,Gregory,,F,80,205,1958-12-26
Gary,W.,Gregor,,F-C,79,225,1945-08-13
John,W.,Greig,,F,79,210,1961-04-28
Kevin,Michael,Grevey,Greves,G-F,77,205,1953-05-12
Dennis,,Grey,,C-F,80,215,1947-08-26
Adrian,Darnell,Griffin,,G-F,77,215,1974-07-04
Darrell,Steven,Griffith,Dr. Dunkenstein,G,76,190,1958-06-16
Eddie,Jamaal,Griffin,,F,81,220,1982-05-30
Greg,,Griffin,,F,79,190,1952-09-06
Paul,Arthur,Griffin,Griff,F-C,81,205,1954-01-20
Jerry,C.,Grote,,G,76,215,1940-12-28
Alex,John,Groza,,C,79,218,1926-10-07
Anthony,Montreace,Grundy,,G,75,185,1979-04-15
Andres,,Guibert,,F-C,82,242,1968-10-28
Jay,Patrick,Guidinger,,C,82,255,1969-08-18
Coulby,,Gunther,,F,76,190,1923-02-05
Scott,Richard,Haffner,,G,75,180,1966-02-02
Glenn,Kassabin,Hagan,,G,72,170,1955-06-25
Robert,M.,Hahn,Bob,C,82,240,1925-08-25
Lindsay,,Hairston,Spider,F-C,79,180,1951-12-08
Marcus,Deshon,Haislip,,F,82,230,1980-12-22
Hal,Ries,Hale,,G,73,180,1945-09-21
Jack,Kevin,Haley,,C-F,82,240,1964-01-27
Shaler,,Halimon,,G-F,77,199,1945-03-30
Darvin,,Ham,,F,79,220,1973-07-23
Dale,B.,Hamilton,Ham,G-F,72,180,1919-08-16
Dennis,Eugene,Hamilton,,F,80,210,1944-05-08
Jordan,Christian,Hamilton,,G-F,79,220,1990-10-06
Ralph,Albert,Hamilton,Ham,G-F,73,188,1921-06-10
Richard,Clay,Hamilton,Rip,G-F,78,185,1978-02-14
Roy,Lee,Hamilton,Roy Lee,G,74,180,1957-07-20
Thomas,Thaddeus,Hamilton,,C,86,330,1975-04-03
Zendon,,Hamilton,,F-C,83,240,1975-04-29
Geert,Hendrik,Hammink,,F-C,84,262,1969-04-12
Julian,,Hammond,Julie,F,77,205,1943-05-27
Tom,Edward,Hammonds,"Hambone, The Terminator",F,81,215,1967-03-27
Darrin,,Hancock,,G-F,79,205,1971-11-03
Cecil,O.,Hankins,,G,73,175,1922-01-06
Phil,,Hankinson,,F,80,195,1951-07-26
Glenn,R.,Hansen,,G,76,205,1952-04-21
Travis,Mitchell,Hansen,,G-F,78,205,1978-04-15
Rollen,F.,Hans,"Rollie, Rollickin' Rollie from Poly",G,74,210,1931-04-13
Anfernee,Deon,Hardaway,Penny,G-F,79,195,1971-07-18
Alan,Timothy,Hardy,,F,78.5,195,1957-05-25
James,Percival,Hardy,,F-C,80,220,1956-12-01
Ira,Lee,Harge,,C,81,225,1941-03-14
John,Arlington,Hargis,Shotgun,G-F,72,180,1920-08-20
Jerome,,Harmon,,G,76,190,1969-02-06
Derek,Ricardo,Harper,,G,76,185,1961-10-13
Justin,,Harper,,F-C,82,225,1989-08-30
Adam,Philip,Harrington,,G,77,200,1980-07-05
David,Joshua,Harrison,,C,84,250,1982-08-15
Devin,Lamar,Harris,,G,75,185,1983-02-27
Lucious,H.,Harris,Sweet Lou,G,77,190,1970-12-18
Othella,,Harrington,,F-C,81,235,1974-01-31
Terrel,,Harris,,G,77,190,1987-08-10
Tony,Dwayne,Harris,,G,75,190,1967-05-13
Tobias,John,Harris,,F,80,226,1992-07-15
Jason,Keema,Hart,,G,74,181,1978-04-29
Antonio,,Harvey,,F-C,83,225,1970-07-06
Donnell,Eugene,Harvey,,F,80,216,1980-08-26
Clem,Smith,Haskins,The Gem,G,74,195,1943-07-11
Scott,Russell,Haskin,,C-F,83,250,1970-09-19
Udonis,Johneal,Haslem,,C-F,79,228,1980-06-09
Trenton,Lavar,Hassell,,G,74,200,1979-03-04
Scott,Alan,Hastings,,F-C,82,235,1960-06-03
Kirk,,Haston,,F,81,240,1979-03-10
John,J.,Havlicek,"Hondo, Digger, Spider",F-G,77,203,1940-04-08
Hersey,R.,Hawkins,,G,75,190,1966-09-29
Juaquin,Juan,Hawkins,Hawk,F,79,205,1973-07-02
Robert,L.,Hawkins,Bubbles,G,76,190,1954-06-30
Nate,,Hawthorne,,G,76,190,1950-01-15
Elvin,Ernest,Hayes,The Big E,F-C,81,235,1945-11-17
Jarvis,James,Hayes,,G-F,79,220,1981-08-09
Jim,,Hayes,,G,75,200,1948-02-18
Gordon,Daniel,Hayward,,F,80,207,1990-03-23
Lazar,Miller,Hayward,,F,78,225,1986-11-26
Brendan,Todd,Haywood,,C,84,266,1979-11-11
Spencer,,Haywood,,F-C,80,225,1949-04-22
Luther,D.,Head,,G,75,185,1982-11-26
Shane,Douglas,Heal,,G,72,180,1971-09-06
Brian,Patrick,Heaney,,G,74,180,1946-09-03
Garfield,,Heard,Gar,F,78,215,1948-05-03
Alvin,,Heggs,,F,80,225,1967-12-12
Alan,Lybrooks,Henderson,,F,81,235,1972-12-02
Cedric,,Henderson,,F-C,80,210,1965-10-03
Cedric,Earl,Henderson,Ced,F,79,215,1975-03-11
Jerome,D.,Henderson,,C-F,83,230,1959-10-05
Kevin,Dwayne,Henderson,,G,76,195,1964-03-22
Mark,Allan,Hendrickson,,F,81,220,1974-06-23
Carl,J.,Henry,,G,78,205,1960-08-16
Conner,,Henry,,G,79,195,1963-07-21
Xavier,,Henry,,G,78,220,1991-03-15
Carl,Victor,Herrera,Amigo,F,81,215,1966-12-14
Chris,Albert,Herren,,G,74,190,1975-09-27
Keith,Orlando,Herron,,G-F,78,195,1956-06-14
Dan,W.,Hester,,F,80,210,1948-11-08
Fred,W.,Hetzel,,F-C,80,220,1942-07-21
Sean,Marielle,Higgins,The Dean,G-F,81,205,1968-12-30
Johnny,Harold,High,Sky,G,75,185,1957-04-25
Wayne,A.,Hightower,Spain,F-C,80,192,1940-01-14
Armond,G.,Hill,,G,76,190,1953-03-31
Cleo,,Hill,Machine Gun,G,73,185,1938-05-24
Gary,Weir,Hill,,G,76,185,1941-10-07
Grant,Henry,Hill,,F,80,225,1972-10-05
Darnell,,Hillman,Dr. Dunk,F-C,81,215,1949-08-29
Simmie,,Hill,,F,79,233,1946-11-14
Tyrone,,Hill,,C-F,81,240,1968-03-19
Fred,,Hilton,,G-F,74,180,1948-01-15
Roy,Manus,Hinson,,F-C,81,210,1961-05-02
Robert,J.,Hite,Flight,G,74,184,1984-01-12
Darington,O'Neal,Hobson,,G,79,210,1987-09-29
Craig,Anthony,Hodges,,G,74,190,1960-06-27
Donald,Jerome,Hodge,,C,84,230,1969-02-25
Julius,Melvin,Hodge,,G,79,210,1983-11-18
Paul,James,Hoffman,"Bear, The Body",G-F,74,195,1922-04-12
Randy,Alfred,Holcomb,,F,81,225,1979-08-08
Wilbur,,Holland,,G,72,175,1951-11-08
Essie,Bernard,Hollis,,F,78,195,1955-05-16
Lionel,Eugene,Hollins,,G,75,185,1953-10-19
Ryan,Kenwood,Hollins,,C,84,230,1984-10-10
Michael,David,Holton,Mike,G,76,185,1961-08-04
Jerald,DeWayne,Honeycutt,,F-G,81,245,1974-10-20
Tyler,Deon,Honeycutt,,F,80,188,1990-07-15
Derek,Dwayne,Hood,,F,80,222,1976-12-22
Carroll,L.,Hooser,,F,79,230,1944-03-05
Dennis,,Hopson,,G-F,77,195,1965-04-22
Cedrick,Tyrone,Hordges,,F-C,80,220,1957-01-08
Dennis,,Horner,,F,81,230,1988-02-05
Robert,Keith,Horry,,F,81,220,1970-08-25
Allan,Wade,Houston,,G,78,200,1971-04-20
Byron,Dwight,Houston,,F,77,250,1969-11-22
Tom,Wayne,Hovasse,,F,80,205,1967-01-31
Brian,Eugene,Howard,,F,78,204,1967-10-19
Dwight,David,Howard,,F,83,240,1985-12-08
Juwan,Antonio,Howard,,F-C,81,240,1973-02-07
Stephen,Christopher,Howard,,F,81,225,1970-07-15
Bailey,E.,Howell,,F,79,210,1937-01-20
Troy,,Hudson,T-Hud,G,73,170,1976-03-13
Nate,Thomas,Huffman,,C,85,240,1975-04-02
Alfredrick,,Hughes,"Rick, Alfred",F-G,77,215,1962-07-19
Eddie,,Hughes,,G,70,165,1960-05-26
Kim,Galen,Hughes,,C,83,220,1952-06-04
Larry,Darnell,Hughes,,G,77,184,1979-01-23
Rick,,Hughes,,F,81,235,1973-08-22
John,R.,Hummer,,F-C,81,225,1948-05-04
Kris,Nathan,Humphries,,F,81,235,1985-02-06
Ryan,Ashley,Humphrey,,F,80,235,1979-07-24
Brandon,,Hunter,,F,79,260,1980-11-24
Cedric,R.,Hunter,,G,72,180,1965-01-16
Lindsey,Benson,Hunter,,G,74,170,1970-12-03
Steven,D.,Hunter,,C-F,82,220,1981-10-31
Roy,Leonard,Hurley,,F-G,74,170,1922-08-12
Paul,F.,Huston,Shad,F,75,175,1925-06-02
Andre,Tyler,Iguodala,,F,78,207,1984-01-28
Zydrunas,,Ilgauskas,Zabonis,C,87,238,1975-06-05
Ersan,,Ilyasova,,F,81,235,1987-05-15
Darrall,Tucker,Imhoff,Big D,C,82,205,1938-10-11
Byron,Edward,Irvin,,G,77,190,1966-12-02
George,R.,Irvine,Hawkeye,F-G,78,200,1948-02-01
Kyrie,Andrew,Irving,,G,75,191,1992-03-23
Allen,Ezail,Iverson,,G,72,165,1975-06-07
Willie,,Iverson,,G,72,180,1945-10-08
Royal,Terence,Ivey,,G,75,200,1981-12-20
Elvin,Dennis,Ivory,Little E,F,79.5,210,1948-07-02
Warren,,Jabali,,G-F,74,200,1946-08-29
Jarrett,Matthew,Jack,,G,75,202,1983-10-28
Bobby,,Jackson,,G,73,185,1973-03-13
Jaren,,Jackson,,G-F,76,190,1967-10-27
Jermaine,,Jackson,,G,76,204,1976-06-07
Luke,Ryan,Jackson,,F-G,79,215,1981-11-06
Mark,A.,Jackson,Action,G,73,180,1965-04-01
Michael,,Jackson,,G,73,183,1964-07-13
Myron,,Jackson,,G,75,185,1964-05-06
Ralph,A.,Jackson,,G,74,185,1962-10-26
Randell,,Jackson,,F-C,83,215,1976-01-16
Reggie,,Jackson,,G,75,208,1990-04-16
Stanley,Leon,Jackson,,G,75,180,1970-10-10
Stephen,Jesse,Jackson,,G-F,80,218,1978-04-05
Tony,B.,Jackson,,F-G,76,200,1942-11-07
Tracy,Cordell,Jackson,,G-F,78,205,1959-04-21
Wardell,,Jackson,,F,79,200,1951-07-18
Casey,Gardner,Jacobsen,,G-F,77,215,1981-03-19
Aaron,,James,A.J.,F,80,210,1952-10-05
Damion,Marquez Williams,James,,F,79,220,1987-10-07
Henry,Charles,James,,F,80,220,1965-07-29
Jerome,Keith,James,,C,84,300,1975-11-17
LeBron,Raymone,James,,F,80,240,1984-12-30
Antawn,Cortez,Jamison,,F,80,223,1976-06-12
Harold,Sherill,Jamison,Big O,F,80,260,1976-11-20
John,Albert,Janisch,,F-G,75,200,1920-03-15
Marko,,Jaric,,G,80,210,1978-12-10
Sarunas,,Jasikevicius,,G,76,195,1976-03-05
Nathan,,Jawai,,F,82,280,1986-10-10
Abdul,Qadir,Jeelani,,F-C,80,210,1954-02-10
Al,,Jefferson,,F,82,256,1985-01-04
Richard,Allen,Jefferson,,F,79,222,1980-06-21
Jared,Scott Carter,Jeffries,,F,81,215,1981-11-25
Charles,,Jenkins,,G,75,220,1989-02-28
Horace,,Jenkins,,G,73,180,1974-10-14
Keith,Russell,Jennings,Mister,G,67,160,1968-11-02
Chris,,Jent,,F,79,220,1970-01-11
Jonas,,Jerebko,,F,83,231,1987-03-03
Alexander,Canterell,Johnson,,F,81,240,1983-02-08
Amir,Jalla,Johnson,,F,81,210,1987-05-01
Anthony,Mark,Johnson,,G,75,190,1974-10-10
Armon,Deshawn,Johnson,,G,75,195,1989-02-23
Avery,,Johnson,"Taz, A.J.",G,70,175,1965-03-25
Britton,Weaver,Johnsen,,F,82,210,1979-07-08
Carldell,,Johnson,Squeaky,G,70,180,1983-01-28
Charles,,Johnson,"Charlie, C.J.",G,72,170,1949-03-31
Chris,,Johnson,,F,83,210,1985-07-15
Clemon,James,Johnson,Clem,C-F,82,240,1956-09-12
Dave,M.,Johnson,,G-F,79,210,1970-11-16
Darryl,Damone,Johnson,,G,73,170,1965-10-26
Dennis,Wayne,Johnson,D.J.,G,76,185,1954-09-18
DeMarco,Antonio,Johnson,,F,81,245,1975-10-06
DerMarr,Miles,Johnson,,G-F,81,201,1980-05-05
Ed,L.,Johnson,Easy Ed,C,80,205,1944-06-17
Eric,,Johnson,,G,74,195,1966-02-07
Ervin,,Johnson,,C,83,245,1967-12-21
George,E.,Johnson,,C,83,245,1947-06-19
George,Thomas,Johnson,,C-F,83,205,1948-12-18
George,Lee,Johnson,,F-C,79,205,1956-12-08
Ivan,W.,Johnson,,F,80,230,1984-04-10
JaJuan,Markeis,Johnson,,F,82,221,1989-02-08
John,Howard Getty,Johnson,J.J.,F,79,200,1947-10-18
Joe,Marcus,Johnson,,G-F,79,225,1981-07-29
Kannard,,Johnson,,F,81,220,1965-06-24
Kevin,Maurice,Johnson,K.J.,G,73,180,1966-03-04
Larry,,Johnson,,G,74,205,1954-11-28
Larry,Demetric,Johnson,Grandmama,F,77,235,1969-03-14
Lee,,Johnson,,F,83,205,1957-06-16
Linton,,Johnson,,F,80,205,1980-06-13
Marques,Kevin,Johnson,M.J.,F-G,79,218,1956-02-08
Earvin,,Johnson,Magic,G-F,80,215,1959-08-14
Nate,,Johnston,,F,80,210,1966-12-18
Neil,A.,Johnson,,F-C,79,220,1943-04-17
Ollie,,Johnson,,F,78,200,1949-05-11
Steffond,O'Shea,Johnson,,F,80,240,1962-11-04
Wesley,JaMarr,Johnson,,F,79,205,1987-07-11
Alvin,Robert Lamar,Jones,,C,83,265,1978-09-09
Anthony,Hamilton,Jones,A.J.,G-F,78,195,1962-09-13
Askia,,Jones,,G,77,200,1971-12-03
Bobby,Ray,Jones,,F,79,215,1984-01-09
Caldwell,,Jones,Pops,C-F,83,217,1950-08-04
Charles,,Jones,"C.J., Gadget",F-C,81,215,1957-04-03
Charles,Alexander,Jones,Charles A.,F-C,80,215,1962-01-12
Charles,Rahmel,Jones,,G,75,180,1975-07-17
Damon,,Jones,,G,75,185,1976-08-25
Dahntay,Lavall,Jones,,G-F,78,210,1980-12-27
Dominique,O'Neal,Jones,,G,76,215,1988-10-15
Dwight,Elmo,Jones,,F-C,82,210,1952-02-27
Dwayne,Clinton,Jones,,F-C,83,250,1983-06-09
Earl,,Jones,,C,83,210,1961-01-13
Edgar,,Jones,E.J.,F-C,82,225,1956-06-17
Eddie,Charles,Jones,,F-G,78,190,1971-10-20
James,Andrew,Jones,,F,80,215,1980-10-04
Jumaine,Lanard,Jones,,F-C,80,218,1979-02-10
K.C.,,Jones,,G,73,200,1932-05-25
Major,James Brooks,Jones,,F,81,225,1953-07-09
Mark,Anthony,Jones,,G,73,175,1961-04-10
Mark,,Jones,,G,78,215,1975-05-25
Ozell,,Jones,Hoppy,C-F,83,235,1960-11-20
Robin,Dale,Jones,,F-C,81,225,1954-02-02
Shelton,,Jones,,F,81,210,1966-04-06
Solomon,,Jones,,F,82,230,1984-07-16
Wali,,Jones,"Wally, Wali Wonder",G,74,180,1942-02-14
Adonis,Adelecino,Jordan,,G,71,170,1970-08-21
Charles,C.,Jordan,,F,80,220,1954-01-31
Jerome,Adalphus,Jordan,,C,84,240,1986-09-29
Michael,Jeffrey,Jordan,"Air, Superman, Mike, M.J., Air Jordan",G-F,78,195,1963-02-17
Thomas,,Jordan,,F-C,82,220,1968-05-23
Walter,Lee,Jordan,,F,79,198,1956-02-19
Noble,Gordon,Jorgensen,Jorgy,C,81,228,1925-05-18
Roger,Kennedy,Jorgensen,,C-F,77,200,1920-09-02
Cory,Ephram,Joseph,,G,75,185,1991-08-20
Garth,McArthur Fitzgerald,Joseph,,C,86,306,1973-08-08
Yvon,,Joseph,,C,83,245,1957-10-31
Kevin,Francis,Joyce,,G,75,190,1951-06-27
Harry,C.,Joyner,Butch,F,77,200,1945-04-26
George,A.,Kaftan,The Golden Greek,F,75,190,1928-02-22
Enes,,Kanter,,C,83,267,1992-05-20
Ralph,,Kaplowitz,Kappy,G-F,74,170,1919-05-18
Jason,Alan,Kapono,,F,80,213,1981-02-02
George,Matthew,Karl,,G,74,183,1951-05-12
Mario,,Kasun,,C,84,260,1980-04-05
Leo,Frank,Katkaveck,,G,72,185,1923-04-17
Wilbert,,Kautz,Wibs,G-F,71.5,180,1915-09-07
Clarence,Leroy,Kea,,F,78,218,1959-02-02
Adam,Thomas,Keefe,,F,81,230,1970-02-22
Harold,A.,Keeling,,G,74,185,1963-09-18
Gary,J.,Keller,,F-C,81,220,1944-06-13
Clark,Clifton,Kellogg,Special K,F,79,225,1961-07-02
Arvesta,,Kelly,,G,74,175,1945-11-20
Ben,,Kelso,,G,75,195,1949-04-11
Shawn,T.,Kemp,Rain Man,F-C,82,230,1969-11-26
Frank,Edward,Kendrick,,F,78,198,1950-09-11
Larry,Joe,Kenon,"K, Special K, Dr. K",F,81,205,1952-12-13
Jonathan,,Kerner,,C,83,245,1974-06-06
Jerome,,Kersey,,F,79,215,1962-06-26
Alec,Christopher,Kessler,,F-C,83,230,1967-01-13
Lari,Arthur,Ketner,,F-C,81,277,1977-02-01
Julius,,Keye,,F-C,82,200,1946-09-05
Randolph,,Keys,Rudy,F-G,79,195,1966-04-19
Viktor,,Khryapa,,F,81,210,1982-08-03
Jason,Frederick,Kidd,,G,76,208,1973-03-23
Warren,Lynn,Kidd,,F,81,235,1970-09-09
Carl,Dwayne,Kilpatrick,,C,82,230,1956-05-16
Albert,,King,,F-G,78,190,1959-12-17
Bernard,,King,B,F,79,205,1956-12-04
